"id","name_frap","overlapping_pct_frap","ignition_date","ignition_year","ignition_month","last_date","ewe_rank","size_rank","frp_rank","aoir_rank","aoi_rank","mecdf","total_area_ha","frp_90","aoir_max","aoi_max","predicted_aoi","actual_aoi_during_max_aoir","cum_area_ha_tminus1","acq_date_frp","acq_date_aoir","acq_date_aoi","event_day_aoir","event_day_aoi","event_duration","modeled_max_aoir"
135921,"CREEK",0.972606016382172,"2020-09-01",2020,9,"2020-10-27",1,4,15,13,16,0.993726765799256,129458.901919833,1246.36,17050.128633032,17190.3511045496,140.222471517613,17190.3511045496,1753.48570796739,2020-09-05,"2020-09-07","2020-09-07",7,7,57,4.80887327947575
43753,"ZACA",0.965043508182992,"2007-07-05",2007,7,"2007-08-28",2,10,10,20,23,0.993262081784387,95584.6836190102,1383.19444444445,13478.6995968079,14097.0212093578,618.321612549887,14097.0212093578,55416.4289529666,2007-08-05,"2007-08-18","2007-08-18",45,45,55,3.12671006155082
124681,"WOOLSEY",0.954485339510792,"2018-11-04",2018,11,"2018-11-19",3,33,14,10,13,0.990009293680297,35650.6702196879,1286.64,18948.3969387853,19096.9231727451,148.526233959849,19096.9231727451,2009.54928897835,2018-11-11,"2018-11-10","2018-11-10",7,7,16,4.85652090832351
83352,"RUSH",0.985612718963705,"2012-08-13",2012,8,"2012-09-01",4,9,40,6,8,0.988847583643123,96683.2347982616,915.74,23967.8037063805,24124.5184112358,156.714704855248,24124.5184112358,4239.43608930808,2012-08-20,"2012-08-15","2012-08-15",3,3,20,5.03655697800812
15863,"CEDAR",0.954526730325022,"2003-10-22",2003,10,"2003-11-08",5,8,46,2,3,0.988150557620818,105878.978674383,839.685950413223,41295.2021723007,41445.0128731498,149.810700849084,41445.0128731498,4448.7042167724,2003-10-28,"2003-10-27","2003-10-27",6,6,18,5.62275033386225
38090,"DAY",0.955133082530768,"2006-09-05",2006,9,"2006-10-07",6,17,48,22,24,0.984665427509294,63793.418084632,824.377622377622,13334.2700993842,13653.5200713777,319.249971993515,13653.5200713777,19300.5239870172,2006-09-26,"2006-09-19","2006-09-19",15,15,33,3.75577824086783
122950,"CARR ",0.954513302858752,"2018-07-24",2018,7,"2018-08-25",7.5,11,44,31,34,0.983968401486989,93462.4451857892,870.454545454545,9654.92183396507,10634.7688712128,290.338610956556,9945.26044492162,23324.4599921583,2018-07-26,"2018-07-31","2018-08-01",8,9,33,3.53380351364831
135890,"SLATER",0.954150016209405,"2020-08-30",2020,8,"2020-10-01",7.5,27,54,8,10,0.983968401486989,41644.5701994867,796.95,20515.4921812524,20858.7751212249,343.282939972508,20858.7751212249,28634.1543347598,2020-09-09,"2020-09-15","2020-09-15",17,17,33,4.1069750028062
15838,"OLD",0.566335048453268,"2003-10-21",2003,10,"2003-11-10",9.5,19,59,9,11,0.983736059479554,57617.619341381,759.378787878788,19526.7799440398,19758.096897033,231.316952993208,19758.096897033,10529.8094151459,2003-10-28,"2003-10-27","2003-10-27",7,7,21,4.44752979483982
135625,"SCU COMPLEX",0.977653195146777,"2020-08-13",2020,8,"2020-09-06",9.5,3,60,17,6,0.983736059479554,145130.94821357,753.776223776224,15072.09579212,31792.9310903179,194.944415089076,15267.0402072091,3669.13135200372,2020-08-28,"2020-08-19","2020-08-20",7,8,25,4.36073708175217
123184,"DELTA",0.584326362906089,"2018-08-07",2018,8,"2018-10-08",11,30,7,63,70,0.982342007434944,37710.952407381,1503.02097902098,5957.57729761195,6256.45603844538,298.878740833432,6256.45603844538,24333.6923412999,2018-09-05,"2018-09-10","2018-09-10",35,35,63,3.04133123365792
7201,"MCNALLY",0.943453553057245,"2002-07-20",2002,7,"2002-08-28",12,20,16,69,35,0.981877323420074,55898.6123047175,1225.3,5719.95500853403,10199.5157300159,71.0271307276574,5790.98213926169,216.547044842966,2002-08-03,"2002-07-23","2002-07-24",4,5,40,4.40099525602183
7317,"PINES",0.875067784735453,"2002-07-31",2002,7,"2002-08-13",13.5,46,17,51,65,0.981644981412639,26240.3986501971,1197.74,6481.85489445789,6554.15511576168,72.3002213037833,6554.15511576168,280.962226296061,2002-08-04,"2002-08-01","2002-08-01",2,2,14,4.50702730625113
61273,"STATION",0.956145141372693,"2009-08-25",2009,8,"2009-09-13",13.5,15,61,30,15,0.981644981412639,65200.8686231723,750.559999999999,10387.2642502334,18237.6433102213,94.8882033318425,10482.1524535653,1186.28725018616,2009-08-30,"2009-08-30","2009-09-01",6,8,20,4.70472993199045
115727,"DETWILER",0.946319269422075,"2017-07-17",2017,7,"2017-07-28",15,37,51,28,33,0.9807156133829,32426.0488160243,815.32,10827.3511073972,11292.1594545995,162.639884998857,10989.990992396,4279.171536092,2017-07-27,"2017-07-19","2017-07-20",3,4,12,4.21320176554945
135635,"LOYALTON",0.958216753918504,"2020-08-14",2020,8,"2020-08-21",16,70,12,37,44,0.980483271375465,16941.8886891189,1325.47727272727,8448.65425919184,8553.41310631801,104.758847126168,8553.41310631801,1296.56917903899,2020-08-15,"2020-08-17","2020-08-17",4,4,8,4.40242466132148
135664,"W-5 COLD SPRINGS",0.97807877712772,"2020-08-16",2020,8,"2020-09-08",17,49,47,32,36,0.97932156133829,24504.8268331295,831.440000000001,9558.88457138001,9722.71032422357,163.825752843552,9722.71032422357,4165.0178155068,2020-08-22,"2020-08-24","2020-08-24",9,9,24,4.08341631819844
118218,"THOMAS",0.95466571672001,"2017-12-01",2017,12,"2017-12-30",18,7,85,12,14,0.97885687732342,109631.576286559,647.189393939395,17783.7068168804,18337.2612967942,113.295755196791,17897.0025720772,1772.73219887827,2017-12-16,"2017-12-06","2017-12-11",6,11,30,5.06238682156596
15942,"MINE/OTAY",0.977283682510443,"2003-10-25",2003,10,"2003-11-06",19,74,23,46,47,0.97746282527881,15488.0242187423,1078.1,6885.21192738139,7972.35296096026,78.1341334371,6963.34606081849,561.864020267904,2003-10-26,"2003-10-27","2003-10-28",3,4,13,4.48998838444888
135318,"CALDWELL",0.953771283549473,"2020-07-22",2020,7,"2020-08-09",20.5,39,79,14,18,0.97699814126394,31276.1080510679,675.309090909094,16665.3908988962,16883.3289384249,217.938039528759,16883.3289384249,7404.4956691497,2020-07-30,"2020-07-28","2020-07-28",7,7,19,4.34987116065309
135400,"RED SALMON COMPLEX",0.971340599541192,"2020-07-29",2020,7,"2020-10-25",20.5,26,38,70,77,0.97699814126394,42483.5037201884,921,5689.51240267104,6021.81367718602,245.376276079394,5934.88867875044,15138.6880885562,2020-08-31,"2020-09-11","2020-09-12",45,46,89,3.18581069701777
90182,"RIM",0.981264245522856,"2013-08-14",2013,8,"2013-09-24",22,12,95,15,19,0.976533457249071,89326.7512874937,601.111111111112,16449.5822408669,16774.3529618397,324.770720972843,16774.3529618397,12526.0339005275,2013-08-27,"2013-08-23","2013-08-23",10,10,42,3.9444869300854
123007,"RANCH",0.968766594176392,"2018-07-27",2018,7,"2018-09-16",23,2,97,11,12,0.976301115241636,155653.607997993,588.842727272727,18927.224992923,19298.8241887053,371.599195782215,19298.8241887053,31818.8669134598,2018-08-04,"2018-08-04","2018-08-04",9,9,52,3.94998360743769
88976,"POWERHOUSE",0.86465201346229,"2013-05-30",2013,5,"2013-06-14",24.5,95,5,58,69,0.975371747211896,13274.9008990334,1529.89444444444,6158.75890844086,6301.46562023856,142.7067117977,6301.46562023856,3421.34708689785,2013-06-01,"2013-06-03","2013-06-03",5,5,16,3.78774596575831
130383,"KINCADE",0.936877999010327,"2019-10-23",2019,10,"2019-11-02",24.5,40,39,72,27,0.975371747211896,29945.4491595943,917.446280991735,5600.42702165077,12868.8324703081,85.4788182867015,5685.90583993747,130.008586819895,2019-10-24,"2019-10-25","2019-10-28",3,6,11,4.19747712617754
15879,"PARADISE",0.956637292600821,"2003-10-23",2003,10,"2003-11-07",26,59,37,61,71,0.974907063197026,20568.6180083332,926.433566433567,6080.4246977935,6241.03274611117,160.608048317677,6241.03274611117,2806.43107146492,2003-10-29,"2003-10-28","2003-10-28",6,6,16,3.65993403753889
122450,"COUNTY",0.955232249207347,"2018-06-30",2018,6,"2018-07-21",27,31,91,29,28,0.974210037174721,35999.9900177502,621.704545454545,10692.660531754,12853.1750031453,67.9020187591129,10760.5625505131,43.3350976600468,2018-07-01,"2018-07-02","2018-07-03",3,4,22,5.06557734851605
108220,"SAND",0.935007170445739,"2016-07-23",2016,7,"2016-08-02",28.5,71,41,74,58,0.971654275092937,16214.8957828178,905.64,5487.9820272148,6966.8602185907,77.3888981980113,5565.37092541281,173.176365755708,2016-07-24,"2016-07-24","2016-07-25",2,3,11,4.27547557857837
135599,"DOLAN",0.955065322260344,"2020-08-11",2020,8,"2020-09-23",28.5,22,52,93,32,0.971654275092937,49615.3241883309,799.809090909092,4169.2810264607,11473.6240453422,135.849956687995,4305.1309831487,1576.65532706584,2020-08-19,"2020-08-22","2020-09-11",12,32,44,3.45601182516745
7146,"BISCUIT",0.893434241784994,"2002-07-16",2002,7,"2002-09-04",30,100,53,18,20,0.970492565055762,12353.4117051426,798.531468531469,14634.0421572341,16561.5150809332,214.154689083861,14848.1968463179,14489.131090824,2002-07-28,"2002-07-29","2002-07-30",14,15,51,4.23893511228727
117324,"TUBBS",0.939705196510954,"2017-10-04",2017,10,"2017-10-25",31,121,11,65,76,0.969795539033457,10689.5530411765,1373.03496503496,5915.76783898239,6033.24925640936,117.481417426976,6033.24925640936,801.222093396559,2017-10-09,"2017-10-10","2017-10-10",7,7,22,3.93876082156735
83166,"BARRY POINT ",0.961445900835054,"2012-08-04",2012,8,"2012-08-24",32,83,72,44,53,0.968866171003718,14499.1204287372,695.54,7168.13538374509,7456.43131733326,288.295933588168,7456.43131733326,14245.2913950629,2012-08-14,"2012-08-16","2012-08-16",13,13,21,3.25284470329521
46284,"RANCH",0.853904443290143,"2007-10-17",2007,10,"2007-10-31",33.5,50,94,55,38,0.968169144981413,24161.3932922606,613.436363636363,6225.13860850717,9380.87002411207,99.715521758223,6324.8541302654,1492.2920316028,2007-10-21,"2007-10-22","2007-10-23",6,7,15,4.14992090143481
124643,"CAMP",0.97000687630805,"2018-11-01",2018,11,"2018-12-02",33.5,23,132,7,9,0.968169144981413,47822.6833886647,496.664335664335,21485.1009590538,21753.6677768518,268.566817797951,21753.6677768518,7588.45483904029,2018-11-08,"2018-11-10","2018-11-10",10,10,32,4.39443791687056
101181,"ROUGH",0.969072155480783,"2015-08-05",2015,8,"2015-10-02",35.5,21,119,45,54,0.967472118959108,51631.780965705,530.509090909091,6927.12439166864,7398.82775167142,471.703360002772,7398.82775167142,41119.4985254113,2015-08-29,"2015-09-14","2015-09-14",41,41,59,2.75272654126525
135614,"LAKE",0.888103230334703,"2020-08-12",2020,8,"2020-08-25",35.5,94,29,104,115,0.967472118959108,13293.7348309454,1031.28787878788,3469.57366250986,3591.70421949248,122.130556982619,3591.70421949248,2087.63487018511,2020-08-15,"2020-08-15","2020-08-15",4,4,14,3.38129147004805
100471,"LAKE",0.932010016120271,"2015-06-17",2015,6,"2015-07-09",37,115,6,110,119,0.967239776951673,10934.2429532348,1506.32575757576,3407.49555064871,3505.714563911,98.2190132622898,3505.714563911,1163.40159112933,2015-06-18,"2015-06-20","2015-06-20",4,4,23,3.57494983420362
135646,"AUGUST COMPLEX FIRES",0.977701114422251,"2020-08-15",2020,8,"2020-10-21",38,1,141,23,1,0.965845724907063,378243.145152535,472.12,13238.9021802235,49821.7721730944,250.409570371428,13489.3117505949,8545.68501549919,2020-09-09,"2020-08-20","2020-09-11",6,28,68,3.98655506984211
39140,"ESPERANZA",0.921604694295315,"2006-10-14",2006,10,"2006-11-04",39,73,81,71,45,0.965613382899628,15527.0923016861,658.5,5663.73686468229,8446.9110900417,77.042320035937,5740.77918471823,410.784248204062,2006-10-26,"2006-10-27","2006-10-28",14,15,22,4.3109953448382
117257,"ATLAS",0.960235266793324,"2017-10-02",2017,10,"2017-10-23",40.5,68,106,53,66,0.964451672862453,18252.9973736606,560.797619047619,6406.16252026515,6518.64842938975,112.485909124607,6518.64842938975,541.382565287084,2017-10-09,"2017-10-10","2017-10-10",9,9,22,4.05959437575198
135439,"APPLE",0.880758805853449,"2020-08-01",2020,8,"2020-08-15",40.5,85,93,56,68,0.964451672862453,14151.8081979767,614.06611570248,6195.97834699282,6318.52773269274,122.549385699917,6318.52773269274,2108.14603926843,2020-08-02,"2020-08-03","2020-08-03",3,3,15,3.94272740900214
13287,"COYOTE",0.907092683882172,"2003-07-15",2003,7,"2003-08-04",42,149,3,83,94,0.964219330855019,7665.73513743462,1532.90909090909,4710.53832764041,4835.65283835865,125.114510718249,4835.65283835865,1937.70321254841,2003-07-16,"2003-07-19","2003-07-19",5,5,21,3.65454201852014
46235,"WITCH",0.724961240309981,"2007-10-14",2007,10,"2007-11-01",43,14,153,4,5,0.963986988847584,81905.7609475929,443.323636363636,38475.2365171113,38692.8810116793,217.64449456805,38692.8810116793,6564.2789619736,2007-10-22,"2007-10-23","2007-10-23",10,10,19,5.18054793611751
36766,"CANYON",0.885530167859231,"2006-07-01",2006,7,"2006-07-22",45,88,99,62,74,0.963289962825279,13949.4741672174,583.927272727272,5968.67518768464,6126.95201446857,158.276826783924,6126.95201446857,2607.12713225547,2006-07-12,"2006-07-13","2006-07-13",13,13,22,3.65610711268131
95478,"BALD",0.945904662032771,"2014-07-31",2014,7,"2014-08-16",45,81,100,75,82,0.963289962825279,14668.8578457212,583.106060606061,5428.07557060149,5557.69587825984,129.620307658351,5557.69587825984,2696.92946177664,2014-08-02,"2014-08-05","2014-08-05",6,6,17,3.75832942443049
108652,"BLUE CUT",0.913452535207079,"2016-08-17",2016,8,"2016-08-24",45,84,114,34,41,0.963289962825279,14390.0120903501,538.14,9024.56281890528,9157.48144321251,132.918624307232,9157.48144321251,2774.87261478218,2016-08-17,"2016-08-18","2016-08-18",2,2,8,4.23258937459494
108649,"CEDAR",0.913280563693894,"2016-08-17",2016,8,"2016-08-30",47,107,13,133,147,0.963057620817844,11279.4728838636,1297.66433566434,2761.68285716686,2840.36343800578,78.6805808389187,2840.36343800578,216.444958913171,2016-08-19,"2016-08-20","2016-08-20",4,4,14,3.58629091830849
107772,"ERSKINE",0.944757417669088,"2016-06-22",2016,6,"2016-07-03",48,66,131,36,43,0.961895910780669,18323.6451083831,497.25,8485.98048949752,8599.30153296122,113.321043463697,8599.30153296122,151.571339601702,2016-06-24,"2016-06-25","2016-06-25",4,4,12,4.3292113788099
89779,"MOUNTAIN",0.925862244901375,"2013-07-16",2013,7,"2013-07-29",49,108,87,60,72,0.961663568773234,11251.5964802221,641.371212121212,6098.06377513848,6212.47641869577,114.41264355729,6212.47641869577,1980.83772708839,2013-07-16,"2013-07-18","2013-07-18",3,3,14,3.99450328116987
61076,"LA BREA",0.968783073532577,"2009-08-10",2009,8,"2009-08-26",50,32,111,101,50,0.961431226765799,35837.6541440421,541.536363636363,3667.67874475248,7572.35343112088,55.1653452685422,3722.84409002102,560.847088756305,2009-08-15,"2009-08-11","2009-08-15",2,6,17,4.21190824245731
136113,"BOBCAT",0.919915508742773,"2020-09-06",2020,9,"2020-10-09",51,24,115,100,55,0.961198884758364,46792.7643680312,533.9,3698.11588831712,7383.41729660326,134.615611749521,3832.73150006664,2048.14193727176,2020-09-09,"2020-09-10","2020-09-19",5,14,34,3.34890961663807
45224,"MOONLIGHT",0.961419291801185,"2007-09-05",2007,9,"2007-09-18",52,47,124,84,83,0.960734200743494,25543.0389549267,524.277777777778,4606.88958550348,5324.66162436151,109.587851014848,4716.47743651833,822.465372634601,2007-09-05,"2007-09-06","2007-09-10",2,6,14,3.76209097416728
54868,"FREEWAY_COMPLEX",0.951851242252864,"2008-11-07",2008,11,"2008-12-01",53.5,116,90,42,52,0.96050185873606,10910.3025425871,622.77,7392.01061392456,7521.2265010655,129.21588714094,7521.2265010655,2951.033703628,2008-11-15,"2008-11-17","2008-11-17",11,11,25,4.06399995291469
96078,"KING",0.964696321480688,"2014-09-13",2014,9,"2014-10-03",53.5,38,145,54,63,0.96050185873606,31800.175760151,467.75,6370.54200085648,6603.39003488604,232.848034029559,6603.39003488604,11571.0613947789,2014-09-14,"2014-09-19","2014-09-19",7,7,21,3.34495241147927
101045,"ROCKY  ",0.710745903730225,"2015-07-28",2015,7,"2015-08-18",55,35,98,124,61,0.95864312267658,34973.8462005428,588.666666666667,2953.1899927515,6736.84278677093,62.3468517297042,3015.53684448121,216.411212914024,2015-08-12,"2015-07-31","2015-08-03",4,7,22,3.87881997383986
46266,"HARRIS 2",0.935449668424956,"2007-10-16",2007,10,"2007-11-01",56,34,175,16,21,0.958410780669145,35338.2310749018,386.05785123967,15196.177255381,15348.7011724515,152.523917070489,15348.7011724515,4332.13595513656,2007-10-23,"2007-10-23","2007-10-23",8,8,17,4.6114647182633
136579,"GLASS",0.959882456166841,"2020-09-27",2020,9,"2020-10-17",57,52,168,19,22,0.95817843866171,23754.2872573373,403.7,14302.8458546226,14415.6398934667,112.794038844117,14415.6398934667,605.842087257342,2020-09-28,"2020-09-29","2020-09-29",3,3,21,4.85050550935226
88355,"SPRINGS",0.879875309111192,"2013-04-29",2013,4,"2013-05-10",58,131,103,48,59,0.957946096654275,9463.75979989623,577.02479338843,6630.75586868004,6769.41136884147,138.655500161422,6769.41136884147,1916.65646650732,2013-05-03,"2013-05-04","2013-05-04",6,6,12,3.88817697446229
15764,"SIMI FIRE",0.575721263578455,"2003-10-17",2003,10,"2003-11-08",59,16,181,5,7,0.95771375464684,63910.6362413954,364.236363636364,26803.6241259608,26969.7755065106,166.151380549809,26969.7755065106,5496.32973467516,2003-10-26,"2003-10-27","2003-10-27",11,11,23,5.08957278845375
37250,"HORSE",0.627533057884117,"2006-07-23",2006,7,"2006-08-13",60,122,104,89,101,0.957016728624535,10653.2921525052,566.160839160839,4413.62262061443,4492.07222408083,78.449603466401,4492.07222408083,86.5578033914762,2006-07-25,"2006-07-25","2006-07-25",3,3,22,4.04761296954526
52070,"PIUTE",0.947824551809465,"2008-06-27",2008,6,"2008-07-21",61,93,27,171,181,0.955157992565056,13300.3919024759,1049.12587412587,2323.45603318293,2411.2141228192,87.7580896362674,2411.2141228192,885.788356085313,2008-06-29,"2008-07-02","2008-07-02",6,6,25,3.31330163734572
51959,"BTU LIGHTNING COMPLEX",0.905104998385577,"2008-06-21",2008,6,"2008-07-22",62,64,142,98,107,0.954925650557621,18414.2173892578,472.1,3875.01043695505,4120.96009789513,245.949660940077,4120.96009789513,7359.72744278751,2008-07-08,"2008-07-09","2008-07-09",19,19,32,2.81871456399735
46300,"AMMO",0.9510140271452,"2007-10-18",2007,10,"2007-11-01",63,155,1,165,132,0.953531598513011,7172.25933477973,1628.51515151515,2380.84251795912,3119.16984047434,95.2875184471167,2476.13003640623,1275.03354200886,2007-10-23,"2007-10-25","2007-10-26",8,9,15,3.25755332025917
36874,"SAWTOOTH COMPLEX",0.694574981005875,"2006-07-06",2006,7,"2006-07-30",64.5,36,170,90,46,0.953066914498141,33454.8892737291,397.356060606061,4355.80023824005,8284.26730741559,77.3639989043355,4433.16423714439,237.731343319199,2006-07-12,"2006-07-12","2006-07-15",7,10,25,4.04834734086277
101965,"BUTTE",0.966432763912892,"2015-09-09",2015,9,"2015-09-20",64.5,44,177,73,37,0.953066914498141,26841.8444011485,384.264462809917,5508.6293784656,9610.12447386019,90.062632453802,5598.6920109194,173.142134569649,2015-09-10,"2015-09-11","2015-09-14",3,6,12,4.1297829355167
52713,"TELEGRAPH",0.911092156179803,"2008-07-25",2008,7,"2008-08-05",66,86,169,52,64,0.952602230483271,14055.2366184672,399.761111111112,6422.18569220532,6587.57561655642,165.389924351104,6587.57561655642,3273.66107619811,2008-07-29,"2008-07-28","2008-07-28",4,4,12,3.68463480770532
83090,"CHIPS",0.953090538794828,"2012-07-31",2012,7,"2012-09-02",67,43,74,169,171,0.952369888475836,27549.325165958,692.38,2348.39002866697,2477.70894480167,129.318916134703,2477.70894480167,1597.69147963068,2012-08-05,"2012-08-05","2012-08-05",6,6,34,2.95280802804495
46292,"SANTIAGO",0.907405086661109,"2007-10-17",2007,10,"2007-11-03",68,112,144,80,91,0.952137546468402,11059.8509056669,469.062937062936,4901.43877787111,4988.25707035525,86.8182924841413,4988.25707035525,865.108452429483,2007-10-26,"2007-10-23","2007-10-23",7,7,18,4.05102450086559
6563,"CANNON",0.933770419102433,"2002-06-16",2002,6,"2002-06-29",69.5,133,56,157,169,0.951440520446097,9246.4436722106,792.577380952381,2460.8381922728,2540.34605165733,79.5078593845227,2540.34605165733,669.349838534747,2002-06-18,"2002-06-18","2002-06-18",3,3,14,3.464199714586
136095,"VALLEY",0.841780988995454,"2020-09-06",2020,9,"2020-09-16",69.5,154,86,122,129,0.951440520446097,7300.6918680329,642.16,3011.76260971129,3224.3612362754,82.5090590879693,3094.27166879926,108.19766704382,2020-09-06,"2020-09-07","2020-09-08",2,3,11,3.62439973788098
20970,"CROWN",0.840697872905052,"2004-07-21",2004,7,"2004-08-02",71.5,196,42,87,98,0.951208178438662,5242.78829563825,895.441666666666,4527.211645723,4599.67562630109,72.4639805780851,4599.67562630109,237.191379422462,2004-07-21,"2004-07-22","2004-07-22",2,2,13,4.15065144517706
66448,"BULL",0.89323661948398,"2010-07-23",2010,7,"2010-08-08",71.5,168,89,95,109,0.951208178438662,6681.89533096606,623.716666666668,4031.38616549999,4108.94795800177,77.5617925017794,4108.94795800177,324.34347754497,2010-07-27,"2010-07-28","2010-07-28",6,6,17,3.96984736216483
123014,"RIVER",0.954797300714331,"2018-07-28",2018,7,"2018-08-12",73,60,164,107,105,0.950975836431227,19689.1360966608,415.84,3438.0967919708,4218.34219999062,72.8612599624559,3510.95805193325,108.348539929483,2018-07-28,"2018-07-29","2018-07-30",2,3,16,3.87508714412966
135616,"HENNESSEY",0.935441389016536,"2020-08-13",2020,8,"2020-09-03",74,6,213,3,4,0.950511152416357,113365.940181116,309.8,38969.7478358257,39225.7566619741,256.008826148412,39225.7566619741,10136.0532473265,2020-08-24,"2020-08-19","2020-08-19",7,7,22,5.0318769466866
2426,"BLUE",0.945588510837577,"2001-08-07",2001,8,"2001-08-20",75.5,102,166,78,86,0.950278810408922,12067.1310519097,410.20979020979,4992.28698995905,5108.37344094302,116.086450983971,5108.37344094302,2591.21513332489,2001-08-11,"2001-08-13","2001-08-13",7,7,14,3.78430114287764
43782,"OAK",0.889598653492685,"2007-07-06",2007,7,"2007-07-13",75.5,120,157,39,48,0.950278810408922,10724.196994532,436.840000000001,7765.73709645514,7893.34110196328,127.604005508148,7893.34110196328,1531.9382142064,2007-07-07,"2007-07-08","2007-07-08",3,3,8,4.12484302298311
108690,"REY",0.915990450281635,"2016-08-19",2016,8,"2016-08-29",77,92,2,206,140,0.950046468401487,13443.6932038843,1574.0303030303,1846.9333676006,2947.29960076741,88.2029941249717,1935.13636172558,43.2958848263579,2016-08-22,"2016-08-20","2016-08-21",2,3,11,3.0882921647252
109505,NA,NA,"2016-09-19",2016,9,"2016-09-24",78,188,69,108,120,0.949814126394052,5406.83410111275,704.98,3427.85698306381,3503.38468698292,75.5277039191155,3503.38468698292,129.609598648261,2016-09-19,"2016-09-20","2016-09-20",2,2,6,3.83698530533104
108211,"SOBERANES",0.928867390187032,"2016-07-22",2016,7,"2016-09-18",79,25,102,176,126,0.949349442379182,45604.6049945822,577.809917355372,2243.29664147461,3341.72440983208,147.506958197289,2390.80359967189,2199.99139599288,2016-07-23,"2016-07-25","2016-07-28",4,7,59,2.78550947369774
7858,"CURVE",0.941581797058526,"2002-08-31",2002,8,"2002-09-19",80,156,58,166,176,0.948884758364312,7112.04410602805,769.583333333333,2363.72111289642,2452.76283803138,89.0417251349596,2452.76283803138,1077.59597000066,2002-09-02,"2002-09-03","2002-09-03",4,4,20,3.31586527555687
83894,"SIXTEEN_COMPLEX",0.888146911981867,"2012-09-05",2012,9,"2012-09-15",81,158,110,132,145,0.948652416356877,6968.13135794824,549.872222222223,2768.78008639558,2863.07232898683,94.2922425912565,2863.07232898683,1056.21777830902,2012-09-07,"2012-09-07","2012-09-07",3,3,11,3.41325164496207
30335,"TOPANGA",0.855399651019582,"2005-09-28",2005,9,"2005-10-10",82,126,172,38,49,0.948420074349442,10374.2160255057,390.636363636364,7769.51829177448,7843.52213944855,74.0038476740746,7843.52213944855,281.216588153091,2005-09-29,"2005-09-30","2005-09-30",3,3,13,4.66332617749341
45552,"BUTLER #2",0.933858787400563,"2007-09-14",2007,9,"2007-09-22",83,199,67,91,103,0.948187732342007,5048.62096382687,719.722222222222,4195.71918872821,4277.96701242423,82.2478236960147,4277.96701242423,647.448205279334,2007-09-15,"2007-09-17","2007-09-17",4,4,9,3.95149624895934
115600,"WHITTIER",0.897712580982489,"2017-07-09",2017,7,"2017-07-20",84,147,148,96,111,0.947258364312268,7945.90078071661,462.227272727273,4006.29029932357,4061.25941192229,54.9691125987194,4061.25941192229,366.434713714794,2017-07-09,"2017-07-11","2017-07-11",3,3,12,4.30247696610652
2420,"TROUGH",0.878852467100708,"2001-08-07",2001,8,"2001-08-23",85.5,138,125,144,156,0.947026022304833,8732.34301879747,520.027777777778,2661.49691093078,2754.97627642484,93.4793654940609,2754.97627642484,324.979103255302,2001-08-09,"2001-08-10","2001-08-10",4,4,17,3.38342338841593
51541,"HUMBOLDT",0.938460380110094,"2008-06-04",2008,6,"2008-06-16",85.5,145,150,94,106,0.947026022304833,8023.70858945365,460.964285714285,4096.57943856948,4175.83968316405,79.2602445945717,4175.83968316405,475.321237623974,2008-06-11,"2008-06-13","2008-06-13",10,10,13,3.96433406504367
43749,"WHEELER",0.908872575947068,"2007-07-05",2007,7,"2007-07-16",87.5,136,135,136,148,0.946793680297398,8796.26912550404,494.020979020979,2726.40576347688,2800.5727025595,74.1669390826198,2800.5727025595,238.055732345886,2007-07-08,"2007-07-08","2007-07-08",4,4,12,3.63126072592139
135224,"MINERAL",0.956268485016803,"2020-07-14",2020,7,"2020-07-23",87.5,110,156,123,134,0.946793680297398,11128.8560652029,440.955555555556,2979.64893902422,3052.42546042869,72.7765214044771,3052.42546042869,21.6555286293437,2020-07-14,"2020-07-15","2020-07-15",2,2,10,3.73629839149332
115571,"ALAMO",0.878413982595598,"2017-07-08",2017,7,"2017-07-17",89.5,103,186,109,81,0.946096654275093,11942.7238844205,352.622222222222,3423.6987210822,5699.87872757992,85.6237382083423,3509.32245929054,475.181634067336,2017-07-08,"2017-07-09","2017-07-10",2,3,10,3.7132157060649
136030,"EL DORADO",0.84972368475112,"2020-09-04",2020,9,"2020-09-26",89.5,128,20,204,196,0.946096654275093,9774.61945326301,1147.28925619835,1873.73461476357,2174.30996669729,83.2007903360487,1956.93540509962,324.218278675191,2020-09-05,"2020-09-07","2020-09-08",4,5,23,3.15787811273503
94549,"PULGAS-BASILONE COMPLEX",0.623261640959524,"2014-05-13",2014,5,"2014-05-21",91,148,162,85,96,0.945864312267658,7841.36442473603,419.309090909091,4562.15918077039,4688.53592014217,126.376739371784,4688.53592014217,2540.31712952963,2014-05-16,"2014-05-17","2014-05-17",5,5,9,3.61360820133872
51689,"BASIN COMPLEX",0.698302055804048,"2008-06-09",2008,6,"2008-08-05",92,13,161,158,92,0.945399628252788,87521.3435342128,421.011904761904,2456.22686789856,4912.85515293642,105.69787999845,2561.92474789701,560.995316175668,2008-06-28,"2008-06-12","2008-07-11",4,33,58,3.1879292737238
55046,"SAYRE",0.829989860235388,"2008-11-14",2008,11,"2008-11-19",93,209,30,162,173,0.944934944237918,4769.95335277674,1014.5,2391.10875312014,2472.39751109321,81.28875797307,2472.39751109321,562.353293352728,2008-11-15,"2008-11-16","2008-11-16",3,3,6,3.41493588242977
